s,x,y,tx,ty
15.417045,-26.600652,15.555959,-1.000000,0.000000
15.459995,-26.643602,15.555959,-0.948683,0.316228
15.520736,-26.686552,15.598909,-0.948683,0.316228
15.563686,-26.729502,15.598909,-1.000000,0.000000
15.606636,-26.772452,15.598909,-1.000000,0.000000
15.649586,-26.815402,15.598909,-1.000000,0.000000
15.692536,-26.858352,15.598909,-0.948683,0.316228
15.753276,-26.901302,15.641859,-0.948683,0.316228
15.796226,-26.944252,15.641859,-1.000000,0.000000
15.839176,-26.987202,15.641859,-1.000000,0.000000
15.882126,-27.030152,15.641859,-1.000000,0.000000
15.925076,-27.073102,15.641859,-1.000000,0.000000
15.968026,-27.116052,15.641859,-1.000000,0.000000
16.010976,-27.159002,15.641859,-0.948683,0.316228
16.071716,-27.201952,15.684809,-0.948683,0.316228
16.114666,-27.244902,15.684809,-1.000000,0.000000
16.157616,-27.287852,15.684809,-1.000000,-0.000000
16.200566,-27.330802,15.684809,-1.000000,0.000000
16.243516,-27.373752,15.684809,-1.000000,0.000000
16.286466,-27.416702,15.684809,-1.000000,-0.000000
16.329416,-27.459652,15.684809,-0.948683,0.316228
16.390157,-27.502602,15.727759,-0.948683,0.316228
16.433107,-27.545552,15.727759,-1.000000,0.000000
16.476057,-27.588502,15.727759,-1.000000,0.000000
16.519007,-27.631452,15.727759,-1.000000,0.000000
16.561957,-27.674402,15.727759,-1.000000,0.000000
16.604907,-27.717352,15.727759,-1.000000,0.000000
16.647857,-27.760302,15.727759,-1.000000,0.000000
16.690807,-27.803252,15.727759,-1.000000,0.000000
16.733757,-27.846202,15.727759,-0.948683,0.316228
16.794497,-27.889152,15.770709,-0.948683,0.316228
16.837447,-27.932102,15.770709,-1.000000,0.000000
16.880397,-27.975052,15.770709,-1.000000,0.000000
16.923347,-28.018002,15.770709,-1.000000,0.000000
16.966297,-28.060952,15.770709,-0.948683,0.316228
17.027038,-28.103902,15.813659,-0.948683,0.316228
17.069988,-28.146852,15.813659,-1.000000,0.000000
